name,address1,city,state,code,country,website,descript
Dortmunder Actien Brauerei  DAB,Steigerstrae 20,Dortmund,Nordrhein-Westfalen,,Germany,,
Dostal Alley,1 Dostal Alley,Central City,Colorado,80427,United States,,
Double Mountain Brewery & Taproom,8 Fourth Street,Hood River,Oregon,97031,United States,http://www.doublemountainbrewery.com/,"Matt Swihart and Charlie Devereux founded Double Mountain in 2007 with a clear mission: make great beer for craft beer fans. Ours is a brewers' brewery, with an uncompromising focus on beer quality. From the beginning, our goal was to make beers that we liked to drink. All of our beers are served up unfiltered and long-aged, to deliver maximum flavor and character. The beers can be very complex and assertive, but with the ultimate goal of proper balance. We aim to satisfy both the hardcore aficionados and the more casual craft beer fan, all in the same glass."
Dragonmead Microbrewery,14600 East Eleven Mile Road,Warren,Michigan,48089,United States,,
Drake's Brewing,1933 Davis Street #177,San Leandro,California,94577,United States,http://drinkdrakes.com/,
Dreher Srgyrak Zrt.,Jszbernyi t 7-11,Budapest,,,Hungary,,
Dry Gulch Brewing,,Albuquerque,New Mexico,,United States,,
Dublin Brewing,,Dublin,,,Ireland,,
Dubuque Brewing and Bottling,,Dubuque,Iowa,,United States,,
Duck-Rabbit Craft Brewery,4519 W. Pine Street,Farmville,North Carolina,27828,United States,http://www.duckrabbitbrewery.com/,
DuClaw,901 S. Bond St.,Baltimore,Maryland,21231,United States,http://www.duclaw.com/,
Dunedin Brewery,937 Douglas Ave,Dunedin,,34698,United States,http://www.dunedinbrewery.com,"From their webpage - Fermenting since 1996 and still going strong, we handcraft all of our ales for your enjoyment from our Piper's Pale Ale to our Apricot Wheat. Located on the west coast of Florida in the Scottish heritage town of Dunedin, Florida we work hard to produce quality ales for our thirsty friends all over Florida. With 9 ales brewed year round and 5 or more seasonal offerings throughout the year there is sure to be be an ale to fit your taste!"
Duneland Brewhouse Pub and Restaurant,,Michigan City,Indiana,46360,United States,,(No longer brewing)
Duvel Moortgat,Breendonkdorp 58,Breendonk,Antwerpen,,Belgium,,
Dux de Lux,16 Church Street PO Box 684,Queenstown,,,New Zealand,http://www.thedux.co.nz/,
Eagle Brewing,625 Fourth Street,Mukilteo,Washington,98275,United States,,
East End Brewing Company,6923 Susquehanna St.,Pittsburgh,Pennsylvania,15208,United States,http://www.eastendbrewing.com/,
Eastern Shore Brewing,605 S. Talbot St.,St Michaels,Maryland,21663,United States,http://www.easternshorebrewing.com/,"Offering beers for every taste including: St. Michaels Blonde Ale, St. Michaels LT, Not So Pale Ale and seasonal beers...Ameri-Hefe & Ameri-Wheat. Stop by the tasting room and sample a few beers. We anticipate being open by Labor Day 2008."
Eddie McStiff's Brewpub,57 South Main Street,Moab,Utah,84532,United States,,
Edelweissbrauerei Farny,Drren 5,Kilegg,Baden-Wrttemberg,,Germany,,
Eder & Heylands,Aschaffenburger StraÃŸe 3-5,GroÃŸostheim,Bavaria,63762,Germany,http://www.eder-heylands.de,Eder & HeylandS is a privately owned brewery in the north-western part of Bavaria (about 50 km east of Frankfurt). The brewery was founded in 1872 and is ever since managed by the Eder's family.
Eel River Brewing,1777 Alamar Way,Fortuna,California,95540,United States,http://eelriverbrewing.com/,
Efes Moscow Brewery,"ul. Podolskikh Kursantov, 15 B",Moskva,Moskva,,Russia,,
Egan Brewing,,De Pere,Wisconsin,,United States,,
Einbecker Brauhaus AG,Papenstrae 4-7,Einbeck,Niedersachsen,,Germany,,
EJ Phair Brewing Company and Alehouse,2151 Salvio Street,Concord,California,94520,United States,,
el ahram company,,,,,Egypt,,
El Toro Brewing Company,17605 Monterey Road,Morgan Hill,California,95037,United States,http://www.eltorobrewing.com/,"Geno and Cindy Acevedo founded El Toro Brewing Company in the summer of 1992. After much planning, research and construction business was begun in March of 1994. The brewery is a small 17-barrel (527 gallon) batch system and operates on the Acevedo's rural residential property.  Within seven months of opening El Toro Brewing Company received its first national recognition at the 1994 Great American Beer Festival (GABF). One of its flagships El Toro Oro Golden Ale won a coveted Gold Medal for English Pale Ale. At the 1996 GABF Poppy Jasper Amber Ale, the brewery's other flagship beer, won a Silver Medal for English Brown Ale. It is a mild yet robust brown ale. The 1997 GABF saw El Toro garner another Gold Medal for the American styled wheat beer named after the brewer's father-in-law, William Jones Wheat Beer.  After 16 years of planning, Geno and Cindy Acevedo of Morgan Hill finally opened a brewpub on November 25 2006. El Toro Brewpub is a two floored building with patio. Inside is the world's only Poppy Jasper Bar. Featuring over 45 feet of gorgeously inlaid and polished Poppy Jasper rock into its surface. To the back of the large mirrored bar you will find over 25 beers and handcrafted sodas on tap. We also have a gleaming copper Pub Brewing system 3 BBL (100 gallon) brewery. Live music and dancing will also be a regular nighttime happening at the brewpub consisting of mostly local bands playing cover type and original Rock, Blues, Jazz and Reggae."
"Eldridge, Pope and Co.",,Dorchester,Dorset,,United Kingdom,,
Elgood & Sons,Wisbech PE13 1LN,Wisbech,Cambridge,,United Kingdom,,
Elk Creek Cafe and Aleworks,100 West Main Street PO Box 432,Millheim,Pennsylvania,16854,United States,http://www.elkcreekcafe.net/,"Head Brewer Tim Yarrington makes beers that people want to drink.  With over 12 years brewing experience under his belt, founding the brewery operations at Long Valley Pub & Brewery in New Jersey and resurrecting Time Square Brewery in Manhatten, Brewer Tim brings a good sense of what beers people enjoy drinking to Elk Creek Aleworks.  Winning Gold and Bronze medals for his Porter and Bitter at the prestigous Great American Beer Festival attests to the fact that his peers also think he makes great beer. Drawing inspiration primarily from traditional English ale brewing, Tim makes balanced beers, giving both malt and hops prominence in every pint.  In addition to our rotating selection of seasonal brews, we offer six outstanding House Standards year 'round.  Without doubt, there's a pint for you!"
Elk Grove Brewery & Restaurant,9085 Elk Grove Boulevard,Elk Grove,California,95624,United States,,
Ellersick Brewing Big E Ales,5030 208th ST SW Ste. A,Lynnwood,Washington,98036,United States,http://www.ellersickbrewing.com/,"Mission Statement: Dedicated to serving our clients on a personal level. We specialize in unusually cool dispensing methods.   To make sure your quality brew takes on an impressive experience.  Please view our product page for innovate systems and amazing Ales. Call today for a personal evaluation of your beer enhanced production, home remedy, or beer emergency!"
Ellicott Mills Brewing,8308 Main Street,Ellicott City,Maryland,21043,United States,http://www.ellicottmillsbrewing.com,"Here at the Mills we have a very simple, yet demanding approach to producing Alpenhof beer. We use the very best ingredients available. We are efficient and precise in production method, yet we allow the product to age to its full maturity. Balance is the key to our beer.  Alpenhof beer is not created to challenge the senses. It is not created to be a complex beer. Well balanced for Alpenhof means smooth and easy-drinking. The way a beer should taste.  To achieve this well balanced taste, only the finest ingredients are used. We import our malt, hops, and yeast from Germany. (For true German style Lager beer, authentic ingredients are essential!) We might spend more for our ingredients, but it is well worth it. This is an expense you can actually taste!"
Elliott Bay Brewery and Pub,4720 California Avenue SW,Seattle,Washington,98116,United States,,
Elm City Brewing Co,222 West St # 46,Keene,New Hampshire,3431,United States,http://www.elmcitybrewing.com/,
Elysian Brewery & Public House,1221 East Pike Street,Seattle,Washington,98122,United States,http://www.elysianbrewing.com/,
Elysian Brewing - TangleTown,2106 North 55th Street,Seattle,Washington,98103,United States,,
Emerson Brewing,14 Wickliffe Street,Dunedin,,,New Zealand,,
Emery Pub,,Emeryville,California,,United States,,
Emmett's Tavern and Brewery,128 West Main Street,West Dundee,Illinois,60118,United States,,
Empyrean Brewing Company,729 Q Street,Lincoln,Nebraska,68508,United States,,
EndeHouse Brewery and Restaurant,,Reedsburg,Wisconsin,,United States,,
Engel Brauerei Schwbisch Gmnd Lang,D-73525 Schwbisch Gmnd,Schwbisch Gmnd,Baden-Wrttemberg,,Germany,,
Engine House #9,611 North Pine,Tacoma,Washington,98406,United States,,
English Ales Brewery,223 Reindollar Avenue,Marina,California,93933,United States,,
Epic Brewing Company,"186 James Fletcher Drive, Otahuhu",Auckland,,2145,New Zealand,http://epicbeer.com/,
Erie Brewing Company,1213 Veshecco Drive,Erie,Pennsylvania,16501,United States,http://www.eriebrewingco.com,
Esser's Cross Plains Brewery,2109 Hickory Street,Cross Plains,Wisconsin,53528,United States,http://www.essersbest.com/,
Estes Park Brewery,470 Prospect Village Dr.,Estes Park,Colorado,80517,United States,http://www.epbrewery.net/,"The original Brewing equipment which consisted of a 4 1/4  Barrel Brewhouse was moved to Estes. For the first summer the Event Center kept the main floor as a stage and dance floor. For the first summer we offered four beers:  Estes Park Porter, Estes Park Renegade, Longs Peak Raspberry Wheat and Estes Park Pale Ale.  In the fall of 1994, Gordon Knight decided to sell his half of the business. When Gordon left, Eric Bratrud took over as the head Brewer. The Brewery also expanded to a 14 BBL Brewhouse and moved out onto the main floor where is now located. In 1995 we started packaging our beers in 12 oz bottles, which expanded our market. By this time we had added a number of beers including Trail Ridge Red, Estes Park Gold, Stinger Wild Honey Wheat and Samson Stout. 1995 was also the first year of the Best of the West Brewfest held in the Brewery parking lot. Since '95 we've continued to evolve both in our restaurant and with our brewing operations. In 2003 Tyler Lemirande and Eric Bratrud took over as owners."
Etna Brewing,131 Callahan,Etna,California,96027,United States,,
Ettaler Klosterbetriebe Abteilung Brauerei & Destillerie,Kaiser-Ludwig-Platz 1,Ettal,Bayern,,Germany,,
F.X. Matt Brewing,811 Edward Street,Utica,New York,13502,United States,http://www.saranac.com,
Far West Ireland Brewing,,Redmond,Washington,98052,United States,,(No longer brewing)
Fauerbach Brewing Company,1714 Camus Lane,Madison,Wisconsin,53705,United States,http://www.fauerbachbrewery.com/,
Faultline Brewing #1,1235 Oakmead Parkway,Sunnyvale,California,94086,United States,,
Faultline Brewing #2,,Walnut Creek,California,94596,United States,,(No longer brewing)
Federation Brewery,Lancaster Road,Gateshead,Tyne and Wear,,United Kingdom,,
FeldschlÃ¶ÃŸchen AG,Cunnersdorfer Str. 25,Dresden,Sachsen,1189,Germany,http://www.feldschloesschen.de,
Felinfoel Brewery Co Ltd,Farmers Row,Llanelli,Wales,,United Kingdom,,
Fifty Fifty Brewing Co.,11197 Brockway Road,Truckee,California,96161,United States,http://www.fiftyfiftybrewing.com/,
Firehouse Brewery & Restaurant,,Red Oak,Iowa,,United States,,
Firehouse Brewing,610 Main Street,Rapid City,South Dakota,57701,United States,,
Firehouse Grill & Brewery,111 South Murphy Avenue,Sunnyvale,California,94086,United States,,
Firestone Walker Brewing Company,1400 Ramada Drive,Paso Robles,California,93446,United States,http://www.firestonewalker.com/,
First Coast Brewing,,Wilmington,North Carolina,,United States,,
Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,Olympia,Washington,98501,United States,http://www.fishbrewing.com/,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond."
"Fitger's Brewhouse, Brewery and Grill",600 East Superior Street,Duluth,Minnesota,55804,United States,,
Fitzpatrick's Brewing,,Iowa City,Iowa,,United States,,
Flagstaff Brewing,16 East Route 66,Flagstaff,Arizona,86001,United States,,
